REF_DATE	GEO	National Occupational Classification (NOC)	VALUE
2020	Alberta	Professional occupations in health (except nursing) [31]	42.5
2020	Alberta	Technical occupations in health [32]	41.8
2020	Alberta	Assisting occupations in support of health services [34]	37.8
2020	Alberta	Occupations in education, law and social, community and government services [4]	235.3
2020	Alberta	Professional occupations in education services [40]	80.2
2020	Alberta	Professional occupations in law and social, community and government services [41]	63.8
2020	Alberta	Paraprofessional occupations in legal, social, community and education services [42]	42.9
2020	Alberta	Occupations in front-line public protection services [43]	14.1
2020	Alberta	Care providers and educational, legal and public protection support occupations [44]	34.3
2020	Alberta	Occupations in art, culture, recreation and sport [5]	50.4
2020	Alberta	Professional occupations in art and culture [51]	21.1
2020	Alberta	Technical occupations in art, culture, recreation and sport [52]	29.3
2020	Alberta	Sales and service occupations [6]	440.2
2020	Alberta	Retail sales supervisors and specialized sales occupations [62]	76.6
2020	Alberta	Service supervisors and specialized service occupations [63]	67.6
2020	Alberta	Sales representatives and salespersons - wholesale and retail trade [64]	78.6
2020	Alberta	Service representatives and other customer and personal services occupations [65]	67.2
2020	Alberta	Sales support occupations [66]	59.5
2020	Alberta	Service support and other service occupations, n.e.c. [67]	90.6
2020	Alberta	Trades, transport and equipment operators and related occupations [7]	359.4
2020	Alberta	Industrial, electrical and construction trades [72]	128.4
2020	Alberta	Maintenance and equipment operation trades [73]	90.9
2020	Alberta	Other installers, repairers and servicers and material handlers [74]	29
2020	Alberta	Transport and heavy equipment operation and related maintenance occupations [75]	91.2
2020	Alberta	Trades helpers, construction labourers and related occupations [76]	19.8
2020	Alberta	Natural resources, agriculture and related production occupations [8]	69.4
2020	Alberta	Supervisors and technical occupations in natural resources, agriculture and related production [82]	37.4
2020	Alberta	Workers in natural resources, agriculture and related production [84]	18.9
2020	Alberta	Harvesting, landscaping and natural resources labourers [86]	13
2020	Alberta	Occupations in manufacturing and utilities [9]	64.6
2020	Alberta	Processing, manufacturing and utilities supervisors and central control operators [92]	23.5
2020	Alberta	Processing and manufacturing machine operators and related production workers [94]	20.5
2020	Alberta	Assemblers in manufacturing [95]	10.9
2020	Alberta	Labourers in processing, manufacturing and utilities [96]	9.8
2020	British Columbia	Total employed, all occupations	2491.1
2020	British Columbia	Management occupations [0]	247
2020	British Columbia	Senior management occupations [00]	5.9
2020	British Columbia	Specialized middle management occupations [01-05]	80.7
2020	British Columbia	Middle management occupations in retail and wholesale trade and customer services [06]	91.9
2020	British Columbia	Middle management occupations in trades, transportation, production and utilities [07-09]	68.5
2020	British Columbia	Business, finance and administration occupations [1]	402.3
2020	British Columbia	Professional occupations in business and finance [11]	130.7
2020	British Columbia	Administrative and financial supervisors and administrative occupations [12]	114.6
2020	British Columbia	Finance, insurance and related business administrative occupations [13]	40.3
2020	British Columbia	Office support occupations [14]	84.8
2020	British Columbia	Distribution, tracking and scheduling co-ordination occupations [15]	31.9
2020	British Columbia	Natural and applied sciences and related occupations [2]	217.6
2020	British Columbia	Professional occupations in natural and applied sciences [21]	128.1
2020	British Columbia	Technical occupations related to natural and applied sciences [22]	89.6
2020	British Columbia	Health occupations [3]	200.2
2020	British Columbia	Professional occupations in nursing [30]	51.6
2020	British Columbia	Professional occupations in health (except nursing) [31]	47.4
2020	British Columbia	Technical occupations in health [32]	52.1
2020	British Columbia	Assisting occupations in support of health services [34]	49.2
2020	British Columbia	Occupations in education, law and social, community and government services [4]	262.1
2020	British Columbia	Professional occupations in education services [40]	89.9
2020	British Columbia	Professional occupations in law and social, community and government services [41]	67.2
2020	British Columbia	Paraprofessional occupations in legal, social, community and education services [42]	57.4
2020	British Columbia	Occupations in front-line public protection services [43]	12.5
2020	British Columbia	Care providers and educational, legal and public protection support occupations [44]	35.2
2020	British Columbia	Occupations in art, culture, recreation and sport [5]	84.1
2020	British Columbia	Professional occupations in art and culture [51]	27.8
2020	British Columbia	Technical occupations in art, culture, recreation and sport [52]	56.2
2020	British Columbia	Sales and service occupations [6]	583.3
2020	British Columbia	Retail sales supervisors and specialized sales occupations [62]	85.1
2020	British Columbia	Service supervisors and specialized service occupations [63]	85.6
2020	British Columbia	Sales representatives and salespersons - wholesale and retail trade [64]	104.2
2020	British Columbia	Service representatives and other customer and personal services occupations [65]	107.5
2020	British Columbia	Sales support occupations [66]	76.4
2020	British Columbia	Service support and other service occupations, n.e.c. [67]	124.4
2020	British Columbia	Trades, transport and equipment operators and related occupations [7]	355.7
2020	British Columbia	Industrial, electrical and construction trades [72]	132.1
2020	British Columbia	Maintenance and equipment operation trades [73]	81.4
2020	British Columbia	Other installers, repairers and servicers and material handlers [74]	34.7
2020	British Columbia	Transport and heavy equipment operation and related maintenance occupations [75]	88.6
2020	British Columbia	Trades helpers, construction labourers and related occupations [76]	19
2020	British Columbia	Natural resources, agriculture and related production occupations [8]	57.8
2020	British Columbia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	23
2020	British Columbia	Workers in natural resources, agriculture and related production [84]	15.7
2020	British Columbia	Harvesting, landscaping and natural resources labourers [86]	19.2
2020	British Columbia	Occupations in manufacturing and utilities [9]	80.9
2020	British Columbia	Processing, manufacturing and utilities supervisors and central control operators [92]	25.9
2020	British Columbia	Processing and manufacturing machine operators and related production workers [94]	26
2020	British Columbia	Assemblers in manufacturing [95]	15.5
2020	British Columbia	Labourers in processing, manufacturing and utilities [96]	13.5
2021	Newfoundland and Labrador	Total employed, all occupations	220.1
2021	Newfoundland and Labrador	Management occupations [0]	13.8
2021	Newfoundland and Labrador	Senior management occupations [00]	0.5
2021	Newfoundland and Labrador	Specialized middle management occupations [01-05]	5.5
2021	Newfoundland and Labrador	Middle management occupations in retail and wholesale trade and customer services [06]	5.1
2021	Newfoundland and Labrador	Middle management occupations in trades, transportation, production and utilities [07-09]	2.8
2021	Newfoundland and Labrador	Business, finance and administration occupations [1]	31.8
2021	Newfoundland and Labrador	Professional occupations in business and finance [11]	5.7
2021	Newfoundland and Labrador	Administrative and financial supervisors and administrative occupations [12]	13.1
2021	Newfoundland and Labrador	Finance, insurance and related business administrative occupations [13]	1.4
2021	Newfoundland and Labrador	Office support occupations [14]	9.2
2021	Newfoundland and Labrador	Distribution, tracking and scheduling co-ordination occupations [15]	2.3
2021	Newfoundland and Labrador	Natural and applied sciences and related occupations [2]	17
2021	Newfoundland and Labrador	Professional occupations in natural and applied sciences [21]	9.2
2021	Newfoundland and Labrador	Technical occupations related to natural and applied sciences [22]	7.8
2021	Newfoundland and Labrador	Health occupations [3]	24.3
2021	Newfoundland and Labrador	Professional occupations in nursing [30]	7.1
2021	Newfoundland and Labrador	Professional occupations in health (except nursing) [31]	4.9
2021	Newfoundland and Labrador	Technical occupations in health [32]	6.3
2021	Newfoundland and Labrador	Assisting occupations in support of health services [34]	6
2021	Newfoundland and Labrador	Occupations in education, law and social, community and government services [4]	28
2021	Newfoundland and Labrador	Professional occupations in education services [40]	9.9
2021	Newfoundland and Labrador	Professional occupations in law and social, community and government services [41]	5.9
2021	Newfoundland and Labrador	Paraprofessional occupations in legal, social, community and education services [42]	4.6
2021	Newfoundland and Labrador	Occupations in front-line public protection services [43]	1.1
2021	Newfoundland and Labrador	Care providers and educational, legal and public protection support occupations [44]	6.7
2021	Newfoundland and Labrador	Occupations in art, culture, recreation and sport [5]	4.1
2021	Newfoundland and Labrador	Professional occupations in art and culture [51]	1.5
2021	Newfoundland and Labrador	Technical occupations in art, culture, recreation and sport [52]	2.7
2021	Newfoundland and Labrador	Sales and service occupations [6]	54.9
2021	Newfoundland and Labrador	Retail sales supervisors and specialized sales occupations [62]	7.2
2021	Newfoundland and Labrador	Service supervisors and specialized service occupations [63]	7.1
2021	Newfoundland and Labrador	Sales representatives and salespersons - wholesale and retail trade [64]	9
2021	Newfoundland and Labrador	Service representatives and other customer and personal services occupations [65]	8.3
2021	Newfoundland and Labrador	Sales support occupations [66]	10.9
2021	Newfoundland and Labrador	Service support and other service occupations, n.e.c. [67]	12.4
2021	Newfoundland and Labrador	Trades, transport and equipment operators and related occupations [7]	30.7
2021	Newfoundland and Labrador	Industrial, electrical and construction trades [72]	10.6
2021	Newfoundland and Labrador	Maintenance and equipment operation trades [73]	7.9
2021	Newfoundland and Labrador	Other installers, repairers and servicers and material handlers [74]	2.3
2021	Newfoundland and Labrador	Transport and heavy equipment operation and related maintenance occupations [75]	7.8
2021	Newfoundland and Labrador	Trades helpers, construction labourers and related occupations [76]	2.2
2021	Newfoundland and Labrador	Natural resources, agriculture and related production occupations [8]	8.3
2021	Newfoundland and Labrador	Supervisors and technical occupations in natural resources, agriculture and related production [82]	5.2
2021	Newfoundland and Labrador	Workers in natural resources, agriculture and related production [84]	1.6
2021	Newfoundland and Labrador	Harvesting, landscaping and natural resources labourers [86]	1.4
2021	Newfoundland and Labrador	Occupations in manufacturing and utilities [9]	7.1
2021	Newfoundland and Labrador	Processing, manufacturing and utilities supervisors and central control operators [92]	2.6
2021	Newfoundland and Labrador	Processing and manufacturing machine operators and related production workers [94]	1.5
2021	Newfoundland and Labrador	Assemblers in manufacturing [95]	0.7
2021	Newfoundland and Labrador	Labourers in processing, manufacturing and utilities [96]	2.4
2021	Nova Scotia	Total employed, all occupations	463.5
2021	Nova Scotia	Management occupations [0]	32.2
2021	Nova Scotia	Senior management occupations [00]	0.6
2021	Nova Scotia	Specialized middle management occupations [01-05]	12.7
2021	Nova Scotia	Middle management occupations in retail and wholesale trade and customer services [06]	10.6
2021	Nova Scotia	Middle management occupations in trades, transportation, production and utilities [07-09]	8.2
2021	Nova Scotia	Business, finance and administration occupations [1]	70.4
2021	Nova Scotia	Professional occupations in business and finance [11]	16.3
2021	Nova Scotia	Administrative and financial supervisors and administrative occupations [12]	22.4
2021	Nova Scotia	Finance, insurance and related business administrative occupations [13]	5.5
2021	Nova Scotia	Office support occupations [14]	19.4
2021	Nova Scotia	Distribution, tracking and scheduling co-ordination occupations [15]	6.8
2021	Nova Scotia	Natural and applied sciences and related occupations [2]	34.1
2021	Nova Scotia	Professional occupations in natural and applied sciences [21]	17.8
2021	Nova Scotia	Technical occupations related to natural and applied sciences [22]	16.3
2021	Nova Scotia	Health occupations [3]	46.8
2021	Nova Scotia	Professional occupations in nursing [30]	11.6
2021	Nova Scotia	Professional occupations in health (except nursing) [31]	7.6
2021	Nova Scotia	Technical occupations in health [32]	13.7
2021	Nova Scotia	Assisting occupations in support of health services [34]	13.9
2021	Nova Scotia	Occupations in education, law and social, community and government services [4]	54.3
2021	Nova Scotia	Professional occupations in education services [40]	19.8
2021	Nova Scotia	Professional occupations in law and social, community and government services [41]	15.1
2021	Nova Scotia	Paraprofessional occupations in legal, social, community and education services [42]	10
2021	Nova Scotia	Occupations in front-line public protection services [43]	2.3
2021	Nova Scotia	Care providers and educational, legal and public protection support occupations [44]	7
2021	Nova Scotia	Occupations in art, culture, recreation and sport [5]	12.7
2021	Nova Scotia	Professional occupations in art and culture [51]	4.6
2021	Nova Scotia	Technical occupations in art, culture, recreation and sport [52]	8.1
2021	Nova Scotia	Sales and service occupations [6]	114.3
2021	Nova Scotia	Retail sales supervisors and specialized sales occupations [62]	16.6
2021	Nova Scotia	Service supervisors and specialized service occupations [63]	18.4
2021	Nova Scotia	Sales representatives and salespersons - wholesale and retail trade [64]	18.3
2021	Nova Scotia	Service representatives and other customer and personal services occupations [65]	19.7
2021	Nova Scotia	Sales support occupations [66]	18.7
2021	Nova Scotia	Service support and other service occupations, n.e.c. [67]	22.5
2021	Nova Scotia	Trades, transport and equipment operators and related occupations [7]	68.2
2021	Nova Scotia	Industrial, electrical and construction trades [72]	22.3
2021	Nova Scotia	Maintenance and equipment operation trades [73]	16.5
2021	Nova Scotia	Other installers, repairers and servicers and material handlers [74]	6.5
2021	Nova Scotia	Transport and heavy equipment operation and related maintenance occupations [75]	19.2
2021	Nova Scotia	Trades helpers, construction labourers and related occupations [76]	3.6
2021	Nova Scotia	Natural resources, agriculture and related production occupations [8]	14.2
2021	Nova Scotia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	6.5
2021	Nova Scotia	Workers in natural resources, agriculture and related production [84]	6
2021	Nova Scotia	Harvesting, landscaping and natural resources labourers [86]	1.8
2021	Nova Scotia	Occupations in manufacturing and utilities [9]	16.4
2021	Nova Scotia	Processing, manufacturing and utilities supervisors and central control operators [92]	3.7
2021	Nova Scotia	Processing and manufacturing machine operators and related production workers [94]	7.3
2021	Nova Scotia	Assemblers in manufacturing [95]	2.4
2021	Nova Scotia	Labourers in processing, manufacturing and utilities [96]	3
2021	New Brunswick	Total employed, all occupations	360.5
2021	New Brunswick	Management occupations [0]	27.3
2021	New Brunswick	Senior management occupations [00]	1
2021	New Brunswick	Specialized middle management occupations [01-05]	9.4
2021	New Brunswick	Middle management occupations in retail and wholesale trade and customer services [06]	9.6
2021	New Brunswick	Middle management occupations in trades, transportation, production and utilities [07-09]	7.3
2021	New Brunswick	Business, finance and administration occupations [1]	60.8
2021	New Brunswick	Professional occupations in business and finance [11]	12.3
2021	New Brunswick	Administrative and financial supervisors and administrative occupations [12]	22.4
2021	New Brunswick	Finance, insurance and related business administrative occupations [13]	5.7
2021	New Brunswick	Office support occupations [14]	14.4
2021	New Brunswick	Distribution, tracking and scheduling co-ordination occupations [15]	6
2021	New Brunswick	Natural and applied sciences and related occupations [2]	22.2
2021	New Brunswick	Professional occupations in natural and applied sciences [21]	10.7
2021	New Brunswick	Technical occupations related to natural and applied sciences [22]	11.5
2021	New Brunswick	Health occupations [3]	35.2
2021	New Brunswick	Professional occupations in nursing [30]	10.4
2021	New Brunswick	Professional occupations in health (except nursing) [31]	6.3
2021	New Brunswick	Technical occupations in health [32]	9.9
2021	New Brunswick	Assisting occupations in support of health services [34]	8.6
2021	New Brunswick	Occupations in education, law and social, community and government services [4]	41.2
2021	New Brunswick	Professional occupations in education services [40]	15
2021	New Brunswick	Professional occupations in law and social, community and government services [41]	8.2
2021	New Brunswick	Paraprofessional occupations in legal, social, community and education services [42]	7.7
2021	New Brunswick	Occupations in front-line public protection services [43]	1.9
2021	New Brunswick	Care providers and educational, legal and public protection support occupations [44]	8.4
2021	New Brunswick	Occupations in art, culture, recreation and sport [5]	5.2
2021	New Brunswick	Professional occupations in art and culture [51]	1.8
2021	New Brunswick	Technical occupations in art, culture, recreation and sport [52]	3.4
2021	New Brunswick	Sales and service occupations [6]	91.3
2021	New Brunswick	Retail sales supervisors and specialized sales occupations [62]	12.3
2021	New Brunswick	Service supervisors and specialized service occupations [63]	12.3
2021	New Brunswick	Sales representatives and salespersons - wholesale and retail trade [64]	14.1
2021	New Brunswick	Service representatives and other customer and personal services occupations [65]	18.9
2021	New Brunswick	Sales support occupations [66]	15.6
2021	New Brunswick	Service support and other service occupations, n.e.c. [67]	18
2021	New Brunswick	Trades, transport and equipment operators and related occupations [7]	51.6
2021	New Brunswick	Industrial, electrical and construction trades [72]	15.7
2021	New Brunswick	Maintenance and equipment operation trades [73]	13.8
2021	New Brunswick	Other installers, repairers and servicers and material handlers [74]	4
2021	New Brunswick	Transport and heavy equipment operation and related maintenance occupations [75]	15.2
2021	New Brunswick	Trades helpers, construction labourers and related occupations [76]	2.9
2021	New Brunswick	Natural resources, agriculture and related production occupations [8]	10.1
2021	New Brunswick	Supervisors and technical occupations in natural resources, agriculture and related production [82]	4.1
2021	New Brunswick	Workers in natural resources, agriculture and related production [84]	3.8
2021	New Brunswick	Harvesting, landscaping and natural resources labourers [86]	2.2
2021	New Brunswick	Occupations in manufacturing and utilities [9]	15.7
2021	New Brunswick	Processing, manufacturing and utilities supervisors and central control operators [92]	5
2021	New Brunswick	Processing and manufacturing machine operators and related production workers [94]	5.3
2021	New Brunswick	Assemblers in manufacturing [95]	2.3
2021	New Brunswick	Labourers in processing, manufacturing and utilities [96]	3.1
2021	Quebec	Total employed, all occupations	4269
2021	Quebec	Management occupations [0]	345.7
2021	Quebec	Senior management occupations [00]	7.5
2021	Quebec	Specialized middle management occupations [01-05]	127.1
2021	Quebec	Middle management occupations in retail and wholesale trade and customer services [06]	101.9
2021	Quebec	Middle management occupations in trades, transportation, production and utilities [07-09]	109.2
2021	Quebec	Business, finance and administration occupations [1]	721.3
2021	Quebec	Professional occupations in business and finance [11]	191.9
2021	Quebec	Administrative and financial supervisors and administrative occupations [12]	300.3
2021	Quebec	Finance, insurance and related business administrative occupations [13]	55.3
2021	Quebec	Office support occupations [14]	108.8
2021	Quebec	Distribution, tracking and scheduling co-ordination occupations [15]	65.1
2021	Quebec	Natural and applied sciences and related occupations [2]	379.4
2021	Quebec	Professional occupations in natural and applied sciences [21]	229.9
2021	Quebec	Technical occupations related to natural and applied sciences [22]	149.5
2021	Quebec	Health occupations [3]	334.9
2021	Quebec	Professional occupations in nursing [30]	77.7
2021	Quebec	Professional occupations in health (except nursing) [31]	73.8
2021	Quebec	Technical occupations in health [32]	103
2021	Quebec	Assisting occupations in support of health services [34]	80.4
2021	Quebec	Occupations in education, law and social, community and government services [4]	542.6
2021	Quebec	Professional occupations in education services [40]	224.7
2021	Quebec	Professional occupations in law and social, community and government services [41]	116.3
2021	Quebec	Paraprofessional occupations in legal, social, community and education services [42]	134.5
2021	Quebec	Occupations in front-line public protection services [43]	27.3
2021	Quebec	Care providers and educational, legal and public protection support occupations [44]	39.7
2021	Quebec	Occupations in art, culture, recreation and sport [5]	132.5
2021	Quebec	Professional occupations in art and culture [51]	53.5
2021	Quebec	Technical occupations in art, culture, recreation and sport [52]	79.1
2021	Quebec	Sales and service occupations [6]	921.7
2021	Quebec	Retail sales supervisors and specialized sales occupations [62]	122.9
2021	Quebec	Service supervisors and specialized service occupations [63]	127.6
2021	Quebec	Sales representatives and salespersons - wholesale and retail trade [64]	174.2
2021	Quebec	Service representatives and other customer and personal services occupations [65]	152.3
2021	Quebec	Sales support occupations [66]	150.5
2021	Quebec	Service support and other service occupations, n.e.c. [67]	194.2
2021	Quebec	Trades, transport and equipment operators and related occupations [7]	618.6
2021	Quebec	Industrial, electrical and construction trades [72]	198.2
2021	Quebec	Maintenance and equipment operation trades [73]	139
2021	Quebec	Other installers, repairers and servicers and material handlers [74]	72.2
2021	Quebec	Transport and heavy equipment operation and related maintenance occupations [75]	180
2021	Quebec	Trades helpers, construction labourers and related occupations [76]	29.2
2021	Quebec	Natural resources, agriculture and related production occupations [8]	60.4
2021	Quebec	Supervisors and technical occupations in natural resources, agriculture and related production [82]	21.6
2021	Quebec	Workers in natural resources, agriculture and related production [84]	26.2
2021	Quebec	Harvesting, landscaping and natural resources labourers [86]	12.6
2021	Quebec	Occupations in manufacturing and utilities [9]	211.9
2021	Quebec	Processing, manufacturing and utilities supervisors and central control operators [92]	34.3
2021	Quebec	Processing and manufacturing machine operators and related production workers [94]	93.4
2021	Quebec	Assemblers in manufacturing [95]	48.4
2021	Quebec	Labourers in processing, manufacturing and utilities [96]	35.7
2021	Ontario	Total employed, all occupations	7366.4
2021	Ontario	Management occupations [0]	692.7
2021	Ontario	Senior management occupations [00]	27.9
2021	Ontario	Specialized middle management occupations [01-05]	266.9
2021	Ontario	Middle management occupations in retail and wholesale trade and customer services [06]	202
2021	Ontario	Middle management occupations in trades, transportation, production and utilities [07-09]	195.9
2021	Ontario	Business, finance and administration occupations [1]	1314
2021	Ontario	Professional occupations in business and finance [11]	427.2
2021	Ontario	Administrative and financial supervisors and administrative occupations [12]	386.6
2021	Ontario	Finance, insurance and related business administrative occupations [13]	115.5
2021	Ontario	Office support occupations [14]	265.4
2021	Ontario	Distribution, tracking and scheduling co-ordination occupations [15]	119.4
2021	Ontario	Natural and applied sciences and related occupations [2]	729.7
2021	Ontario	Professional occupations in natural and applied sciences [21]	516.8
2021	Ontario	Technical occupations related to natural and applied sciences [22]	212.9
2021	Ontario	Health occupations [3]	557.3
2021	Ontario	Professional occupations in nursing [30]	122.3
2021	Ontario	Professional occupations in health (except nursing) [31]	145.4
2021	Ontario	Technical occupations in health [32]	148.6
2021	Ontario	Assisting occupations in support of health services [34]	141.1
2021	Ontario	Occupations in education, law and social, community and government services [4]	842.9
2021	Ontario	Professional occupations in education services [40]	327
2021	Ontario	Professional occupations in law and social, community and government services [41]	238.3
2021	Ontario	Paraprofessional occupations in legal, social, community and education services [42]	159.1
2021	Ontario	Occupations in front-line public protection services [43]	40.6
2021	Ontario	Care providers and educational, legal and public protection support occupations [44]	77.9
2021	Ontario	Occupations in art, culture, recreation and sport [5]	223.3
2021	Ontario	Professional occupations in art and culture [51]	86.7
2021	Ontario	Technical occupations in art, culture, recreation and sport [52]	136.6
2021	Ontario	Sales and service occupations [6]	1593.4
2021	Ontario	Retail sales supervisors and specialized sales occupations [62]	293.7
2021	Ontario	Service supervisors and specialized service occupations [63]	199.5
2021	Ontario	Sales representatives and salespersons - wholesale and retail trade [64]	291.3
2021	Ontario	Service representatives and other customer and personal services occupations [65]	262.1
2021	Ontario	Sales support occupations [66]	227.1
2021	Ontario	Service support and other service occupations, n.e.c. [67]	319.6
2021	Ontario	Trades, transport and equipment operators and related occupations [7]	963
2021	Ontario	Industrial, electrical and construction trades [72]	313.4
2021	Ontario	Maintenance and equipment operation trades [73]	228.2
2021	Ontario	Other installers, repairers and servicers and material handlers [74]	117.7
2021	Ontario	Transport and heavy equipment operation and related maintenance occupations [75]	254.6
2021	Ontario	Trades helpers, construction labourers and related occupations [76]	49
2021	Ontario	Natural resources, agriculture and related production occupations [8]	93.4
2021	Ontario	Supervisors and technical occupations in natural resources, agriculture and related production [82]	26.1
2021	Ontario	Workers in natural resources, agriculture and related production [84]	32.2
2021	Ontario	Harvesting, landscaping and natural resources labourers [86]	35.1
2021	Ontario	Occupations in manufacturing and utilities [9]	356.6
2021	Ontario	Processing, manufacturing and utilities supervisors and central control operators [92]	74.2
2021	Ontario	Processing and manufacturing machine operators and related production workers [94]	145.4
2021	Ontario	Assemblers in manufacturing [95]	86.8
2021	Ontario	Labourers in processing, manufacturing and utilities [96]	50.3
2021	Manitoba	Total employed, all occupations	653.3
2021	Manitoba	Management occupations [0]	55.4
2021	Manitoba	Senior management occupations [00]	1.8
2021	Manitoba	Specialized middle management occupations [01-05]	15.6
2021	Manitoba	Middle management occupations in retail and wholesale trade and customer services [06]	12.5
2021	Manitoba	Middle management occupations in trades, transportation, production and utilities [07-09]	25.5
2021	Manitoba	Business, finance and administration occupations [1]	101.8
2021	Manitoba	Professional occupations in business and finance [11]	21.9
2021	Manitoba	Administrative and financial supervisors and administrative occupations [12]	34.5
2021	Manitoba	Finance, insurance and related business administrative occupations [13]	9.8
2021	Manitoba	Office support occupations [14]	25.4
2021	Manitoba	Distribution, tracking and scheduling co-ordination occupations [15]	10.3
2021	Manitoba	Natural and applied sciences and related occupations [2]	44.8
2021	Manitoba	Professional occupations in natural and applied sciences [21]	23.7
2021	Manitoba	Technical occupations related to natural and applied sciences [22]	21.1
2021	Manitoba	Health occupations [3]	59.8
2021	Manitoba	Professional occupations in nursing [30]	16.5
2021	Manitoba	Professional occupations in health (except nursing) [31]	11.9
2021	Manitoba	Technical occupations in health [32]	14
2021	Manitoba	Assisting occupations in support of health services [34]	17.3
2021	Manitoba	Occupations in education, law and social, community and government services [4]	84.6
2021	Manitoba	Professional occupations in education services [40]	29.3
2021	Manitoba	Professional occupations in law and social, community and government services [41]	16.9
2021	Manitoba	Paraprofessional occupations in legal, social, community and education services [42]	18.4
2021	Manitoba	Occupations in front-line public protection services [43]	4.8
2021	Manitoba	Care providers and educational, legal and public protection support occupations [44]	15.2
2021	Manitoba	Occupations in art, culture, recreation and sport [5]	14
2021	Manitoba	Professional occupations in art and culture [51]	5
2021	Manitoba	Technical occupations in art, culture, recreation and sport [52]	9.1
2021	Manitoba	Sales and service occupations [6]	143.7
2021	Manitoba	Retail sales supervisors and specialized sales occupations [62]	20.1
2021	Manitoba	Service supervisors and specialized service occupations [63]	22.1
2021	Manitoba	Sales representatives and salespersons - wholesale and retail trade [64]	25
2021	Manitoba	Service representatives and other customer and personal services occupations [65]	24.7
2021	Manitoba	Sales support occupations [66]	21.7
2021	Manitoba	Service support and other service occupations, n.e.c. [67]	30
2021	Manitoba	Trades, transport and equipment operators and related occupations [7]	102.9
2021	Manitoba	Industrial, electrical and construction trades [72]	30.9
2021	Manitoba	Maintenance and equipment operation trades [73]	27.3
2021	Manitoba	Other installers, repairers and servicers and material handlers [74]	9.9
2021	Manitoba	Transport and heavy equipment operation and related maintenance occupations [75]	29.5
2021	Manitoba	Trades helpers, construction labourers and related occupations [76]	5.3
2021	Manitoba	Natural resources, agriculture and related production occupations [8]	13.6
2021	Manitoba	Supervisors and technical occupations in natural resources, agriculture and related production [82]	3.6
2021	Manitoba	Workers in natural resources, agriculture and related production [84]	7.4
2021	Manitoba	Harvesting, landscaping and natural resources labourers [86]	2.6
2021	Manitoba	Occupations in manufacturing and utilities [9]	32.8
2021	Manitoba	Processing, manufacturing and utilities supervisors and central control operators [92]	6.6
2021	Manitoba	Processing and manufacturing machine operators and related production workers [94]	13.2
2021	Manitoba	Assemblers in manufacturing [95]	8.3
2021	Manitoba	Labourers in processing, manufacturing and utilities [96]	4.7
2021	Saskatchewan	Total employed, all occupations	558.2
2021	Saskatchewan	Management occupations [0]	56.9
2021	Saskatchewan	Senior management occupations [00]	1
2021	Saskatchewan	Specialized middle management occupations [01-05]	12.7
2021	Saskatchewan	Middle management occupations in retail and wholesale trade and customer services [06]	12.6
2021	Saskatchewan	Middle management occupations in trades, transportation, production and utilities [07-09]	30.6
2021	Saskatchewan	Business, finance and administration occupations [1]	79.2
2021	Saskatchewan	Professional occupations in business and finance [11]	18.6
2021	Saskatchewan	Administrative and financial supervisors and administrative occupations [12]	26.7
2021	Saskatchewan	Finance, insurance and related business administrative occupations [13]	7.2
2021	Saskatchewan	Office support occupations [14]	19.3
2021	Saskatchewan	Distribution, tracking and scheduling co-ordination occupations [15]	7.3
2021	Saskatchewan	Natural and applied sciences and related occupations [2]	33.4
2021	Saskatchewan	Professional occupations in natural and applied sciences [21]	18.5
2021	Saskatchewan	Technical occupations related to natural and applied sciences [22]	14.9
2021	Saskatchewan	Health occupations [3]	51.3
2021	Saskatchewan	Professional occupations in nursing [30]	14.4
2021	Saskatchewan	Professional occupations in health (except nursing) [31]	9.6
2021	Saskatchewan	Technical occupations in health [32]	12
2021	Saskatchewan	Assisting occupations in support of health services [34]	15.3
2021	Saskatchewan	Occupations in education, law and social, community and government services [4]	64.9
2021	Saskatchewan	Professional occupations in education services [40]	24
2021	Saskatchewan	Professional occupations in law and social, community and government services [41]	13.9
2021	Saskatchewan	Paraprofessional occupations in legal, social, community and education services [42]	13.7
2021	Saskatchewan	Occupations in front-line public protection services [43]	3.4
2021	Saskatchewan	Care providers and educational, legal and public protection support occupations [44]	9.9
2021	Saskatchewan	Occupations in art, culture, recreation and sport [5]	11
2021	Saskatchewan	Professional occupations in art and culture [51]	3.2
2021	Saskatchewan	Technical occupations in art, culture, recreation and sport [52]	7.8
2021	Saskatchewan	Sales and service occupations [6]	130.2
2021	Saskatchewan	Retail sales supervisors and specialized sales occupations [62]	18.5
2021	Saskatchewan	Service supervisors and specialized service occupations [63]	17.3
2021	Saskatchewan	Sales representatives and salespersons - wholesale and retail trade [64]	22.5
2021	Saskatchewan	Service representatives and other customer and personal services occupations [65]	18.7
2021	Saskatchewan	Sales support occupations [66]	22.4
2021	Saskatchewan	Service support and other service occupations, n.e.c. [67]	30.9
2021	Saskatchewan	Trades, transport and equipment operators and related occupations [7]	90.3
2021	Saskatchewan	Industrial, electrical and construction trades [72]	31
2021	Saskatchewan	Maintenance and equipment operation trades [73]	23.8
2021	Saskatchewan	Other installers, repairers and servicers and material handlers [74]	8.3
2021	Saskatchewan	Transport and heavy equipment operation and related maintenance occupations [75]	22.4
2021	Saskatchewan	Trades helpers, construction labourers and related occupations [76]	4.8
